ID,Longitude,Latitude
TVX0MY,36.21108,-6.02728
UAF7XG,36.4444,-6.02724
UOD5EO,34.93315,-6.02567
GFYGS0,34.93862,-6.02567
1XNAW7,36.20275,-6.02546
84OXNL,34.75361,-6.02474
RNRZAI,36.56855,-6.0243
2FV14P,34.74366,-6.02373
E2ZUSH,34.93796,-6.02314
ITF2Q5,34.93763,-6.02296
QK3V79,34.74993,-6.02289
6QCEGX,34.9567,-6.0223
4S5UL9,34.72215,-6.02067
B8LYQE,34.71368,-6.02063
DEYREL,36.52058,-6.02003
MS2CEY,36.56889,-6.01866
XFYHIK,34.74717,-6.01836
Y740R4,34.74717,-6.01749
B9PZAQ,36.52144,-6.01639
ZTCERY,34.94203,-6.01493
YCEGI4,34.94754,-6.01406
N32VXA,34.94387,-6.01313
3U1LD8,36.53042,-6.01289
ZU4Z44,34.94564,-6.01226
41WT29,34.94564,-6.01226
E42E0W,34.75603,-6.01124
EC292I,36.54134,-6.01121
6T7NO4,36.54678,-6.00951
J9B1PF,36.54638,-6.00923
CG9H6P,36.52941,-6.0084
II0KQ7,36.59488,-6.00734
BIOPSE,36.59477,-6.00642
8ZJQ0Y,36.59309,-6.0064
TKOORA,36.59753,-6.00468
LF1L1Z,36.18908,-6.00448
FRUBF1,36.18679,-6.00385
TKKN58,36.59838,-6.00107
B613X6,34.76822,-6.00012
867REJ,36.59833,-5.99926
JA09JI,36.58958,-5.99796
S26CRO,34.75406,-5.99768
JLDPQE,36.58561,-5.99735
7C2BF6,36.5955,-5.9938
3TPY3J,36.6001,-5.99213
PHJFMM,36.59639,-5.99202
TG9R5U,36.60004,-5.99121
YG9OA3,36.59981,-5.99098
2YQSWW,36.56003,-5.98808
VVFEWW,36.19566,-5.98223
CJJOY2,36.19715,-5.98123
ZRYMZT,36.19386,-5.98042
EPMF3S,36.57987,-5.97926
MHEHNB,34.7348,-5.97855
5I0ZMC,36.57624,-5.97838
O0G64C,34.75567,-5.97785
OKRIAZ,34.7466,-5.97783
QA57QH,34.75181,-5.97707
77O07M,34.74024,-5.97685
18BKRU,34.75463,-5.9743
7BTHLL,34.73566,-5.97231
5APCTK,34.74466,-5.97058
HJH2BI,36.52159,-5.97057
KY21QB,36.52066,-5.96964
4PPPIW,36.5661,-5.96929
8A0LUZ,36.21274,-5.96891
LB6521,36.211,-5.96889
X8SK32,36.56881,-5.96837
5RMBR9,36.52152,-5.96785
PBHGP2,36.52179,-5.96746
IABWQ4,36.52067,-5.96694
ZHF02C,36.5669,-5.96629
NIX7OV,36.56878,-5.9657
F61PIO,36.56783,-5.96389
8GUYIA,36.57777,-5.96222
H6JUOK,36.57788,-5.96135
FQJ79M,34.73148,-5.96059
MS084L,36.58134,-5.95863
0JRN5O,36.5777,-5.9586
1WQTKU,36.53166,-5.95811
WZJD1K,36.53415,-5.9581
YKTQPJ,36.5323,-5.95806
6XHJIL,36.19896,-5.95711
IDKKTU,36.57388,-5.95677
JRTH9A,36.53678,-5.95547
966PB5,36.53406,-5.95538
FZC7WH,36.53044,-5.95535
EVK98U,36.1935,-5.9543
5CGTH5,34.71708,-5.95427
2XOWI0,36.58216,-5.95325
CEZQL7,36.1934,-5.95073
STTWZX,36.56397,-5.9495
LTR9SE,36.19425,-5.94806
P928JN,36.58028,-5.94783
WF4EGU,36.58213,-5.94529
KPJK2T,36.58111,-5.94518
ZDR98A,36.52764,-5.9431
68B18H,36.52769,-5.94295
198ZF0,36.51933,-5.94268
YF46JI,36.19688,-5.94267
81DS9D,34.71711,-5.9424
8FBRUT,36.5257,-5.94091
6NLP4W,36.20063,-5.94088
MIBYC4,36.52652,-5.93917
Q6R4NE,34.76962,-5.93754
RT2E4P,36.18772,-5.93721
1P492F,36.2295,-5.93674
TBUEGI,36.22856,-5.93673
T7JZ84,36.23039,-5.93586
MG5NIE,36.52739,-5.93558
RR4PBA,34.77019,-5.93507
SL0CYE,36.22853,-5.93406
4360Q3,34.74316,-5.92637
RKTUZD,34.74672,-5.92559
F5OJE0,36.41006,-5.92436
YAJ1C3,36.36894,-5.92383
R1LDYP,36.41543,-5.92363
TZDOOB,36.41437,-5.92329
D3HPA0,36.3718,-5.91856
IZHRHC,36.36453,-5.91758
QRG4KP,36.37266,-5.91678
H9WHFJ,36.42445,-5.9156
VO3FH7,36.4244,-5.91556
BJ0K87,36.38966,-5.91495
XB25H7,36.39023,-5.91482
XH3T63,34.76379,-5.91399
RVWL4F,36.42618,-5.91377
6BKVPY,36.37441,-5.91317
5FC9IX,36.42527,-5.91287
YQNEVT,36.38621,-5.91238
65NDS3,36.42702,-5.912
05U4PO,36.42709,-5.91198
XPVN8G,36.41981,-5.91101
OY989K,36.37584,-5.90983
LX6TA3,36.38165,-5.90968
FRL3OQ,36.38614,-5.90878
TVFZVQ,36.40209,-5.90645
VUA4WK,36.40249,-5.90543
GTKNK7,36.40332,-5.9045
BHVNZS,36.40422,-5.90365
0FAVG4,36.34825,-5.90212
3LBE1N,36.34966,-5.90032
7OGRY4,36.40413,-5.89911
KB99BT,36.34781,-5.89762
FT2K0U,36.36671,-5.88701
QK8256,36.34765,-5.885
BCANPE,36.37035,-5.88435
SECP0Z,36.35217,-5.88418
ZQR096,34.72656,-5.884
GWQDVX,36.3694,-5.88346
BVW5CU,36.35203,-5.87967
7WC66V,36.34662,-5.87961
IV3GTH,36.34656,-5.87952
4C6MSP,36.41006,-5.87042
Z8XGHT,36.41458,-5.8678
1ZNAML,36.41545,-5.86691
90CHM0,36.41172,-5.86055
8FGD95,36.40717,-5.86054
6SMO9P,36.41623,-5.85971
T4PUTQ,36.41596,-5.85963
3IH2FP,36.38355,-5.85935
LBWFS8,36.38324,-5.85916
2IF2OU,36.41714,-5.85883
PQFGNE,36.38353,-5.85846
XQ2EFA,36.40779,-5.85774
MGMO33,36.408,-5.85692
IIAM7T,34.71763,-5.85585
30Y785,36.38803,-5.85581
59FW9C,36.38894,-5.8558
GGJ472,36.40796,-5.85518
C6T4BA,36.38436,-5.85311
97CM3U,36.38443,-5.85255
K9C1LR,34.70943,-5.85149
DRP3PQ,34.70945,-5.85134
SQZ77M,36.37704,-5.85116
W3UPI5,36.37702,-5.84938
S5WD5D,36.37436,-5.84809
VS0EIU,36.37685,-5.84807
22SW0B,34.70759,-5.84773
538Q2V,36.37702,-5.84758
LYCJNL,36.37877,-5.84584
Z7OG1S,36.35881,-5.84466
N6EPYQ,36.36133,-5.84394
Z0ZGE8,36.35695,-5.84374
IC4GM3,34.77353,-5.83572
BUI9S7,34.61115,-5.81613
DBC2AS,34.67474,-5.81293
PS2L6K,34.62731,-5.81184
BI1EZ4,34.62088,-5.8063
0BM6B3,34.6589,-5.806
AJWT9O,34.65894,-5.8058
7R5AJU,34.66079,-5.80572
OHEKC5,34.60362,-5.80431
SCH5Q5,34.65437,-5.80393
4YB1VC,34.62506,-5.80347
1Y6A8O,34.60989,-5.80261
K3ZZ5P,34.60614,-5.80209
4BNLAE,34.66426,-5.80146
S6TDGY,34.65341,-5.80123
IP12D5,34.62815,-5.80099
YBLMCZ,34.66177,-5.79879
28MZG5,34.65615,-5.79853
UMPOR7,34.61081,-5.79812
AFLRK4,34.66654,-5.76536
X006H3,34.66577,-5.76454
5QWFNO,36.41094,-5.75034
FAS7VD,36.41171,-5.75012
23T2OC,36.40704,-5.74844
010SSZ,36.62433,-5.74703
CQ9GMT,36.4075,-5.74659
FMNQ6D,37.07481,-5.74652
GNXA3U,36.61512,-5.74523
PQE2RU,36.6152,-5.74518
Q159EV,36.61613,-5.74514
Z4GJIP,36.61248,-5.74422
QPOAM1,37.10941,-5.7429
FHV7QM,37.09852,-5.74278
4EQB7P,37.08404,-5.74168
D8KS8Z,37.10307,-5.74085
EA5GKT,37.07999,-5.73916
NC2Q5T,36.61515,-5.73886
8FMRC7,37.11217,-5.73753
LAZIYF,37.11035,-5.73749
WOLGRE,37.1089,-5.7374
KYOXBH,34.88727,-5.73699
4T7A7V,37.10203,-5.73561
W6NG2O,37.0839,-5.73546
FFBHFE,37.08382,-5.73527
F39599,37.13736,-5.73423
XFMM9N,34.88904,-5.73345
05D8TD,37.14116,-5.73338
BO40XU,37.12123,-5.73231
BBDYK0,37.09475,-5.7301
U8ZERG,37.0893,-5.7301
RK949P,37.08836,-5.72736
7NS7NF,36.39963,-5.72563
K10ICX,36.40229,-5.72476
WANW7A,36.40226,-5.72292
W2CFF8,34.89342,-5.72264
TARVY2,34.89337,-5.72263
0NKF3V,36.40321,-5.72204
RYRG5J,34.91335,-5.72107
H8WPHQ,34.98084,-5.71929
U9ARZA,37.1101,-5.71709
UQN5YT,36.42129,-5.71601
S87MUR,36.633,-5.71566
OGMF7M,36.37769,-5.7155
F3RMFU,36.41586,-5.71503
42F20E,36.63166,-5.71469
R5DPMD,36.61109,-5.71366
7BR2U9,36.33425,-5.71322
AO0ZRV,34.98035,-5.71268
JCF2KO,36.66101,-5.71157
QJSA9W,36.42305,-5.71139
YAL5LW,36.37731,-5.71095
VHRD4K,36.41848,-5.71059
2LBE2C,36.41854,-5.71053
QBR41N,36.33861,-5.71052
28JI0H,36.62836,-5.71028
Q307NJ,36.62736,-5.71025
Z57UID,37.06473,-5.70951
UFUD62,36.62737,-5.7094
ZWZYIQ,37.06534,-5.70908
GDGL8L,37.06713,-5.70906
3RTXLC,36.36577,-5.70817
VBPKCL,36.62625,-5.70692
TQJE4P,34.93583,-5.70509
QKX7SE,36.66818,-5.70441
QRRWYX,36.6643,-5.70337
ZNFYMU,36.36753,-5.7028
8PBAJK,36.36201,-5.70271
9L1VCC,36.66812,-5.70264
41893B,36.66091,-5.70256
DZNP2K,37.11341,-5.70248
JXRAYQ,36.65182,-5.70151
FN713L,35.01645,-5.70145
SIB86E,34.93487,-5.70144
8W7YGW,37.11154,-5.70067
AULZCM,35.01186,-5.69871
YT18AD,36.6617,-5.69809
A654H5,37.10234,-5.69715
1JNZP6,34.92933,-5.69692
OKSIJH,36.66473,-5.69582
4YJQ9P,36.65259,-5.69527
W0BM92,36.66522,-5.69448
E40DZY,34.91021,-5.6922
54AUER,36.4073,-5.69064
9UFT7F,36.40188,-5.68899
B1NLCF,36.62162,-5.68866
QUA0NO,36.40734,-5.68798
LG85WP,36.6215,-5.68776
YANU7I,36.62251,-5.68774
6HE6ZQ,34.92108,-5.68692
LLP6V8,36.62158,-5.68597
MWW6IB,34.91568,-5.68595
PK2JES,36.40444,-5.68523
5V6E16,36.62341,-5.68501
O0PI92,36.40819,-5.68438
HAXG8F,36.40905,-5.68431
QME8CO,34.99446,-5.68409
Q6YFSW,36.61064,-5.68397
FIV4MU,34.93824,-5.68347
R3X1NY,36.63694,-5.68342
7UIP3B,36.61338,-5.68315
NIQ5NF,36.60605,-5.68314
VLUQW1,36.41441,-5.68264
C7GCOU,36.61334,-5.68223
Q514FP,34.93638,-5.67899
P4WB8G,36.63595,-5.67799
3XMPSV,36.61235,-5.67771
IHN2I1,36.63501,-5.67707
YDSP9P,36.65591,-5.67465
4B9A2R,35.00329,-5.67341
LCOK7H,36.35699,-5.67297
XM40N5,35.00335,-5.67161
9SUR2C,36.6525,-5.67102
5F5FP8,36.33977,-5.67096
3RUZZ3,36.34158,-5.67013
1BUZJC,34.95342,-5.67012
QVUCS5,36.34069,-5.67008
BHZRWO,35.00528,-5.66979
NLIXMR,36.65243,-5.66935
DC13H5,35.00595,-5.6688
RF4APB,35.02325,-5.66734
7BEC7X,34.9465,-5.66681
4UDRIV,34.94523,-5.66652
QLUUR8,34.94614,-5.66651
ML2Z19,35.01509,-5.66632
OP5LAX,35.01509,-5.66631
OLHHFN,36.33432,-5.66551
RU3YZ3,34.94615,-5.66292
SJCMPE,35.01044,-5.66091
IP4TOS,35.03117,-5.65028
E2ZN24,35.01843,-5.65014
I5M134,34.51402,-5.41778
4P7NUB,34.51202,-5.41618
HBSPRR,34.80405,-5.40586
9XA7IO,34.54673,-5.40481
PNQXR9,34.80024,-5.38738
U8Z89K,37.44432,-5.38567
T22K2J,37.44778,-5.38562
VRL6DZ,37.51795,-5.38437
WEJR74,37.46495,-5.38413
I8W4MU,37.46556,-5.38355
HTRMQW,37.4415,-5.38346
ROHC4Y,37.44691,-5.38332
PJXMGL,37.49739,-5.38252
DFXLFR,37.49935,-5.38248
HZS7V1,37.51558,-5.38246
6WIX7T,37.46925,-5.38245
U328NL,37.46925,-5.38245
QP0UI0,37.4967,-5.38177
XS73S4,37.44328,-5.3816
YA447P,37.46951,-5.38153
V3B2CP,37.49837,-5.38138
LSGP39,37.49917,-5.38126
TVGC49,37.46633,-5.38116
CUYJKW,37.44507,-5.38105
IUXTEN,37.44098,-5.38097
XJX148,37.46791,-5.38087
31LNWO,37.44924,-5.38085
DTAMBR,37.44154,-5.38057
9EOL7L,37.51442,-5.38005
0ANSYS,37.46908,-5.37996
VR91IL,37.51461,-5.37956
0DUBYM,37.50037,-5.37944
IQEWMS,37.5181,-5.37935
HRKROT,37.51727,-5.3791
Z521WG,37.4426,-5.37867
410H27,37.46559,-5.37837
AJI83D,37.51511,-5.37793
AWLAO9,37.51511,-5.37793
R7UITY,34.56809,-5.37784
8HE4XN,37.46822,-5.37696
W8AYY4,37.49862,-5.3765
D4H1VR,37.4932,-5.37625
OZOC4C,34.55513,-5.3754
99ZTIE,37.50104,-5.37491
W1Y6MT,37.49611,-5.37404
AY6FVX,36.60792,-5.37403
TP3B5E,34.56843,-5.37329
ANHPJJ,36.6015,-5.37217
2DH4UF,36.60604,-5.37039
7F0OHU,34.56634,-5.36992
IZ4A3I,34.51791,-5.36941
S93JMT,34.5234,-5.36917
99XOX1,36.63416,-5.36895
GY33TI,36.63417,-5.36894
AZGVCD,34.56717,-5.36824
I4DAS4,34.56909,-5.36791
CR89O7,36.66681,-5.36666
SR8PIV,37.49551,-5.36543
RU9GAZ,36.62961,-5.36534
WD521R,36.62995,-5.36502
3VZIB2,37.49234,-5.36454
UWDE0F,36.67036,-5.36398
FUTQ17,37.49364,-5.36329
X447HD,37.49291,-5.3629
YR20WN,37.49689,-5.36248
SKAL3K,37.49689,-5.36248
5C6ZTU,34.58055,-5.36196
GGT45L,34.5815,-5.3619
PX9RJ6,36.63317,-5.36181
JR949L,37.46349,-5.36176
URPCMJ,37.49016,-5.36176
IWQK6A,36.63315,-5.36172
YVHL0Q,37.49574,-5.36076
IQN3Q3,36.64035,-5.36
8OCMQ3,37.46991,-5.35961
DTHA9G,37.46541,-5.35916
AUW5M3,37.4459,-5.35883
79Q4UO,36.65255,-5.35874
UY5QID,36.64214,-5.35828
HL82UA,37.45101,-5.358
WXXA8V,37.4638,-5.35796
23BM2V,37.44885,-5.35779
G99XOT,37.44569,-5.35777
XNQG38,37.49665,-5.35755
FOHL3Q,37.51388,-5.35752
12KKDW,37.49482,-5.35722
4SA9IY,37.46891,-5.35689
UEI4Y1,37.50986,-5.35679
VWQJDS,37.50986,-5.35679
DGQ21T,34.76244,-5.35669
7H8ESM,37.44424,-5.35628
16YPNE,37.51458,-5.35608
1XJ8EO,37.4423,-5.35606
HK6R0I,37.4695,-5.35596
BWTWB0,37.45202,-5.35574
6XWW7G,36.65396,-5.35572
I3OX1U,36.64031,-5.35555
GI7X4M,37.50877,-5.35539
YLFUGK,37.51329,-5.35457
26UZI9,37.511,-5.35457
YOMAT0,37.51362,-5.35447
9UOEQH,37.46488,-5.35431
96WL9N,37.44402,-5.35416
3VP81U,36.60539,-5.35342
48ENIG,37.46605,-5.35331
4MD7FV,37.51712,-5.35326
RHD1QC,36.65117,-5.353
8VBXD2,37.4441,-5.35257
SLFA9B,37.44897,-5.35251
NFLHKX,36.60849,-5.35249
93XWIE,37.51375,-5.35179
FPP2QL,36.604,-5.35153
8SVKV0,36.60849,-5.35069
G001P5,34.50981,-5.35034
CY16TE,34.58764,-5.34956
XXS739,36.60847,-5.34892
K22XM3,36.60927,-5.3488
5ZX6AH,34.50981,-5.34837
THX0WC,34.71499,-5.34549
SSLT5B,34.50885,-5.34404
E3P52N,36.60747,-5.34351
4RXO79,37.4902,-5.34274
GV59KQ,37.49105,-5.34179
PNHKR9,36.65286,-5.34135
FZV5MC,34.51063,-5.34037
80KQ24,34.5631,-5.34018
W764AG,34.74796,-5.33935
KQ9VDV,37.49335,-5.33934
WCYDL8,37.49335,-5.33934
UIQULH,37.48878,-5.3386
TC9EKP,37.49319,-5.33815
154R1U,37.51357,-5.33808
WEZ8YN,37.47549,-5.33778
DU8LN0,37.47194,-5.33774
R6U2VL,37.51326,-5.3376
K9EQFF,34.76546,-5.33614
6USN84,37.45298,-5.33612
EZNW37,34.70756,-5.33606
4G5MNN,37.46857,-5.33593
ECB43E,37.46857,-5.33593
SCRCXJ,34.76415,-5.3356
PPJ3T4,34.70948,-5.33553
QGB6F7,34.74294,-5.33545
RS3TRU,37.44712,-5.33532
V3RRET,37.46806,-5.33531
ADQPVK,37.49295,-5.33526
ZC1JAV,34.76322,-5.33517
E9LJ21,34.76322,-5.33515
P33W2W,37.47709,-5.3351
XD4FLA,37.49347,-5.3351
6C8MW1,37.47608,-5.33499
83JFQP,37.51178,-5.33486
H8OG5B,37.49059,-5.33464
G8ARD4,34.71297,-5.33458
MMO1LA,37.49331,-5.33451
NDGG8V,37.44798,-5.33438
KS33RX,34.76338,-5.33409
U7P17J,37.45392,-5.33404
BIMQ31,37.45392,-5.33404
QQHDS7,37.46825,-5.33401
1D6NNY,37.51533,-5.3337
YU40R5,37.51533,-5.3337
3G14ZB,37.50742,-5.33343
1BZBIH,34.7497,-5.33331
JLNIY2,34.74516,-5.3328
YH88MI,37.47377,-5.33269
S2O5VP,37.50717,-5.33259
6WRTOP,37.47304,-5.33217
AEUEYP,37.51366,-5.3319
MDOQ8U,37.51418,-5.33155
KR93XZ,37.44564,-5.33116
VZBD1X,37.50915,-5.33108
I4VHKJ,37.45396,-5.3309
AJYV7K,37.44674,-5.33066
8VTYAT,36.61371,-5.33009
29BGF3,34.5403,-5.32994
6VP1RH,34.54027,-5.32985
CN05E6,37.45314,-5.32948
Y2C3I8,37.44866,-5.32897
Q3ZMCR,34.53364,-5.32866
WD976S,34.75375,-5.32856
FSOZG7,34.75756,-5.3266
MGA7FR,34.52029,-5.32596
Y6QM4H,34.51499,-5.3233
99D022,36.6553,-5.32251
8KSEN3,36.64892,-5.32242
23W1MT,36.64892,-5.32242
QVRESL,34.51847,-5.32064
P9M05B,36.63804,-5.32047
LKRXYQ,37.44853,-5.31955
5W8MDZ,36.66253,-5.319
IGFQRU,37.45064,-5.319
DNADR3,36.66342,-5.31811
R2JL6D,36.64066,-5.31782
ZK59WS,36.65067,-5.31704
9F9Z6P,34.75674,-5.31608
T4Q8N3,34.75674,-5.31606
PWY5BI,37.44804,-5.31593
0FMI00,37.48713,-5.31585
9G4KLB,36.61431,-5.31573
BWYN7F,37.45758,-5.31545
16M728,37.46694,-5.31543
DMXTGU,37.44718,-5.31539
D1ALY6,37.49162,-5.3151
HTXVGK,37.46698,-5.31499
ZFUWWR,36.6162,-5.31489
U77XGO,34.75688,-5.31471
TJBDU7,37.46615,-5.31453
UH8T6D,37.45144,-5.31352
ED6VF1,37.48531,-5.31348
F77F3K,34.75494,-5.31347
CCM9Q7,37.51412,-5.31294
MUN78O,37.48317,-5.31294
Z7RGJ3,37.49263,-5.31286
U1HYNP,37.51649,-5.31269
HN7ANN,37.47258,-5.31263
VSPHMP,37.46757,-5.31259
B28MR1,37.4905,-5.31224
2VTJXT,37.51819,-5.31218
U7S87S,37.51954,-5.3121
D94F7G,37.49251,-5.31183
LZQHLM,37.49285,-5.31174
ZS87TD,37.44718,-5.31158
OD4DHY,37.45108,-5.31155
NFEUCV,37.4711,-5.31141
FH0OZI,37.47186,-5.31106
NGCC5L,37.51746,-5.31073
XOLD8S,37.51316,-5.30997
615ASJ,34.57628,-5.30963
IAIE2G,36.617,-5.30946
099TLZ,37.46543,-5.30937
RSWII1,36.60957,-5.30933
SHXBHS,37.46838,-5.30897
8FHGBB,37.4852,-5.30881
MRV5ZV,37.51255,-5.30852
WBZ4EG,37.51255,-5.30852
P5KPAD,34.73417,-5.3082
QAIM6X,37.51131,-5.30785
CX4LVG,37.47094,-5.30758
YVXQHL,37.51958,-5.30585
QG511Q,37.5147,-5.30392
5OR2HC,34.7267,-5.30311
65MKW5,34.57457,-5.30253
PT0BLO,34.55804,-5.30134
VJCSE1,34.55174,-5.3012
JRIP07,34.55173,-5.3001
EQKMV2,34.54252,-5.29945
2AZM2C,34.55558,-5.29944
4WNLVJ,34.72711,-5.29762
39SHGY,34.54359,-5.29757
JGHX1X,34.54722,-5.29675
63Y98G,34.72662,-5.29485
8JOKH9,34.74464,-5.29459
57TWJI,34.74234,-5.29424
MXXFH0,34.54967,-5.29402
GSUCF3,34.54972,-5.29398
B89XA8,34.55176,-5.29307
9VAFMJ,34.74881,-5.29277
BA89CB,34.54267,-5.29032
5TJDTH,34.53435,-5.2895
TQ3GG7,34.53433,-5.28944
YKO1TT,34.53722,-5.28937
74X56Q,34.74322,-5.28814
1Y2TV9,34.56162,-5.28784
37C55S,34.54883,-5.28767
WB7S0I,34.54711,-5.28762
2EWQ63,34.54622,-5.28724
TIW524,34.56703,-5.2851
6EN5M9,34.5643,-5.28429
RJYNTP,34.56324,-5.28426
U7LRAR,34.53347,-5.28393
WL4SVY,34.53575,-5.28376
3E3POA,34.59755,-5.28187
D74TV8,34.59553,-5.28058
Y49CDH,34.60116,-5.27714
LL609Q,34.59621,-5.27651
JNTACE,34.76981,-5.27643
ZFECUI,34.77522,-5.26841
0HQLHX,34.75245,-5.26739
YXMKGC,34.75241,-5.26739
6LPRC9,34.60835,-5.26477
HKSX3H,34.75146,-5.26373
K2PD40,34.61091,-5.26361
7B2JDS,34.61159,-5.26054
4P6DQX,34.61097,-5.25772
6XPDUV,34.60817,-5.25571
LBK469,34.608,-5.25405
AAGUBK,34.6125,-5.25069
BI1966,35.89822,-5.24606
UFTEIS,35.89639,-5.24249
5TKOZQ,34.74246,-5.24004
CWACZK,35.89166,-5.23619
63JA0L,35.89169,-5.23525
F5FKOO,35.89709,-5.23441
S0RZWS,35.89807,-5.23436
1KFF6E,34.74816,-5.23142
C9HAFB,34.74755,-5.23041
8H6W3J,34.74659,-5.22955
2RGX9M,34.5967,-5.22919
9OHZR9,34.74516,-5.22899
YRX1T4,34.65055,-5.22755
QOBK3P,34.65578,-5.22742
SJK1K9,35.89522,-5.22725
VXZS1G,35.89608,-5.22718
99VHX7,34.65323,-5.22644
O7R70P,34.65673,-5.22574
3ZFP50,34.59594,-5.22541
S544OH,34.68787,-5.22218
H2TN6D,34.73141,-5.22124
PE380S,34.73412,-5.22046
JH18EK,34.65095,-5.2192
15C6GU,34.69145,-5.21871
GSM7VX,34.63962,-5.21839
1U03Y3,34.66792,-5.21723
W0O6JO,34.73648,-5.21661
AKKTB5,34.68578,-5.21624
DPU34C,34.68762,-5.21614
M20R5U,34.68611,-5.21596
GBUMLI,34.70338,-5.21556
FK8KYR,34.67429,-5.21511
CTODZJ,34.68574,-5.21444
NFGNLC,34.71357,-5.21432
6VV63K,34.63235,-5.21404
YVDKUF,34.67301,-5.21341
VHHSJE,36.43866,-5.21299
NVLDG6,36.43588,-5.21117
3TNA37,36.43587,-5.21023
ESFNH8,36.47032,-5.20977
DVJFI1,34.66565,-5.2089
L3G2TO,34.66391,-5.20745
KAZEQ0,36.43936,-5.2067
QN9I9O,36.43587,-5.2066
9WQ721,34.6647,-5.20493
505L6C,36.44206,-5.19954
QG1REN,36.44022,-5.1977
X1HPOR,36.47927,-5.1973
83MQR6,36.50014,-5.19663
SMEQN8,36.47462,-5.19538
KW3FUY,36.50182,-5.19495
7ZVJ12,36.49556,-5.19394
WB1RYB,36.47557,-5.19366
UEECIN,36.50182,-5.19315
TTNVDK,36.49007,-5.19207
DV1G3W,36.49918,-5.1904
261R66,36.49183,-5.19026
0Y5ZDR,34.63035,-5.18449
XWHBW3,34.62286,-5.1831
IG4QCI,34.62818,-5.18117
KWJHXJ,34.64634,-5.17621
RSRE04,34.65286,-5.17451
GTW9M5,34.65409,-5.17408
MAV268,34.64568,-5.17379
WTWIGQ,36.42535,-5.17329
ECLV2V,36.42173,-5.17326
ME8TGH,36.42177,-5.17232
TPU9Y0,34.65182,-5.17105
IVPS4N,34.65541,-5.17097
P25RFL,34.65451,-5.16991
CH9P3Y,34.6405,-5.16915
1OVNHA,34.64535,-5.16816
L7ND7C,34.62083,-5.16602
RAKYVR,34.62353,-5.166
S5P4Y3,34.62482,-5.16578
7JE987,34.62019,-5.16437
L4PLGI,34.62993,-5.16401
RZ8ESG,34.64691,-5.16111
3LISR0,34.64471,-5.16046
VKA3GK,34.61469,-5.16022
5UEDGQ,34.62977,-5.15983
PJMDG0,36.42069,-5.15974
OSY94I,36.42513,-5.15921
NLB2YC,34.6244,-5.15888
PEMLHH,36.42339,-5.15887
4CBRSU,34.62109,-5.15817
BFW2RD,34.62709,-5.15799
JF3A3Q,34.62609,-5.15781
W379HY,34.62609,-5.15777
795KO7,34.62571,-5.15482
1UQGR2,36.42146,-5.1526
ZKBWRH,34.68347,-5.14989
RTIH5E,34.68049,-5.14958
SNRCQQ,34.67633,-5.14936
5ZZTSO,34.60702,-5.14542
NL1SV6,36.46581,-5.14239
QDZC5C,34.60971,-5.14237
F628QA,36.46855,-5.1415
KXU4ZO,34.68213,-5.14147
6UWULT,35.87234,-5.14145
1J88OF,35.90687,-5.14008
ZGQ2PR,35.90041,-5.13916
XSDLEC,35.87408,-5.1389
V7DILS,34.67763,-5.13463
DIQ44G,35.89943,-5.13462
4XVDHT,34.63346,-5.13414
IL3ZBI,35.90045,-5.13389
XXZOP6,36.45955,-5.13251
0BSWBA,36.43204,-5.12756
LRF2Z2,36.46019,-5.127
YJIRIR,36.43389,-5.12667
ECSQK7,36.43023,-5.12662
OZ5SN4,36.43931,-5.12583
ZOM4XQ,35.91751,-5.12582
VNVCXE,34.63996,-5.12265
JTUZ3N,35.88956,-5.12104
0G9N77,36.01175,-5.11891
YQUMH5,36.00812,-5.11793
SRRI4B,34.64748,-5.116
UYRD8B,36.01512,-5.11437
RFYTQ3,36.01446,-5.11273
JL4WCE,34.67661,-5.11234
TEBQKA,34.67653,-5.11234
QEJJ4W,34.62927,-5.11204
0NRXX5,34.67871,-5.1119
GJ2GRB,36.00994,-5.1117
1KBZDE,35.98393,-5.10831
68N2C9,34.67543,-5.10813
8OL80R,34.62115,-5.10791
O722X3,34.67532,-5.10547
OU413I,36.01874,-5.09869
ZHZWKT,35.97074,-5.09776
JB5CFI,35.97086,-5.09747
HH60AE,36.01785,-5.09588
JLEV8K,36.02418,-5.09566
1511YV,36.01692,-5.09561
9EAW0E,36.02141,-5.09474
W0FJ46,34.66529,-5.09449
D5PEK4,34.66449,-5.09402
OTSOYA,35.97711,-5.0899
GCDBEO,35.97173,-5.08898
9RU68K,35.96478,-5.08837
GZO4YQ,35.97685,-5.08707
MIDEVP,34.68246,-5.08658
2NKE7A,34.54737,-5.08625
DA12XJ,34.65396,-5.0861
814T52,35.97505,-5.08607
GMJC11,34.54026,-5.08591
DA9I2P,36.03038,-5.08407
VRERCN,34.68118,-5.08398
WGNWWU,36.0349,-5.0832
8K9HJ4,36.02946,-5.08315
8648GH,34.52925,-5.08048
0HVAYC,36.03311,-5.08047
MY0FOP,34.52295,-5.08029
OFM8AY,36.04125,-5.07969
ZWFFZJ,36.02573,-5.07957
9TBPX6,34.67502,-5.07913
K84YQM,34.52381,-5.07854
CKGWYM,34.51123,-5.07853
FFDV70,34.53079,-5.07482
OPL2N3,34.53544,-5.07057
NGFOOF,35.98569,-5.0673
FU5NX2,35.98304,-5.06672
DOVRT7,36.03009,-5.0634
MVNLBE,35.98566,-5.06107
