ID,Longitude,Latitude
LYS1CX,31.91331,-3.14554
CQHZYC,32.31938,-3.14552
JTPPBQ,31.87706,-3.14521
OJWWMU,33.49123,-3.14106
1H0M3B,32.51352,-3.14092
H3LQK1,31.87717,-3.1407
18ZQNJ,32.42442,-3.13944
ZMB2MB,33.97256,-3.13806
QKZ8PW,31.87932,-3.13586
8BSVJZ,33.74879,-3.13523
GDQXKV,31.9764,-3.13497
XEI04S,32.49533,-3.13335
8AVGQS,33.7646,-3.13317
X8EUSC,34.28452,-3.13298
0L74MA,32.06443,-3.13142
B204IX,33.79625,-3.13133
0L7ECV,32.18401,-3.13044
K5EOPK,32.17255,-3.13039
J4VHWN,33.51151,-3.13012
4ZZY1C,32.54954,-3.13006
8O7ITZ,32.06218,-3.12914
RTZBK7,33.74653,-3.12846
B6KNLQ,33.64522,-3.12814
LGU44K,32.73917,-3.12769
C1DZD7,32.10725,-3.1274
C4V6OU,32.17718,-3.12596
IQM3OW,33.65229,-3.1258
MZ0WX0,32.13886,-3.12547
XCU090,32.12305,-3.12528
FIS2UI,32.11409,-3.12527
MZ63PO,32.08238,-3.12483
Q4GXPQ,32.47722,-3.12471
Q0VKNF,32.0599,-3.12461
UFK3RI,32.45474,-3.12447
3TQ3YC,32.10967,-3.12277
M0YLO8,33.78491,-3.12218
OEUSFB,33.55895,-3.12162
06YJHE,32.38702,-3.12149
2D78PL,32.07338,-3.12025
62BN23,33.61821,-3.12019
S7461C,32.47543,-3.11801
PMPT0G,33.97266,-3.11778
VOK536,33.97266,-3.11778
QNVIIP,33.97717,-3.1175
7014SE,33.72159,-3.11689
2C1QQM,33.53183,-3.11681
UZYHFQ,33.7939,-3.11555
MLPPQ9,31.97181,-3.11469
LMQUIJ,33.71709,-3.11458
PVY4TF,32.75265,-3.11426
BQWRYO,32.74589,-3.11424
7ZPBNU,32.53608,-3.11413
YU8I23,33.80292,-3.11339
X37TGB,31.85233,-3.11339
R61WOA,32.00795,-3.11277
3XA540,32.75943,-3.11215
TLAOMZ,31.85682,-3.11119
WCGG6I,32.04403,-3.1109
LGX88L,33.70574,-3.1077
EQ4KUY,33.4888,-3.1073
5YADLB,33.64471,-3.10698
IFULNA,33.00548,-3.10599
K610TS,33.70574,-3.10546
D52LXF,31.96504,-3.10334
DBWXAN,33.15908,-3.10331
GUQADZ,32.37569,-3.10329
CN6T9S,32.1658,-3.10098
SOF39K,32.76388,-3.10095
NWQZRC,32.5201,-3.09819
BGE0CY,33.81642,-3.09781
XCRREL,33.71472,-3.09656
95YIDR,31.95369,-3.09414
XJZRQY,32.43205,-3.0904
0BGVIA,32.98965,-3.09008
B4IDL1,32.74582,-3.08946
B2VC0O,32.74124,-3.08942
G6WOXG,32.71868,-3.08915
FNSCSJ,32.20185,-3.08781
89NY7Z,32.73897,-3.08488
HRG7PQ,32.77497,-3.08306
IPC3VX,33.50559,-3.07887
VRVZ9O,31.97847,-3.07866
ITLKQO,32.5065,-3.07771
WFOH91,32.35746,-3.07604
VEQ4VK,33.51125,-3.07603
JKQGUM,32.31241,-3.07556
DWYBKC,33.69208,-3.07379
2ZL4OV,33.80048,-3.07286
L3I898,32.16346,-3.07165
WFB04W,33.9655,-3.07042
GVJD2I,34.2571,-3.06969
PLQEHY,32.18377,-3.06962
HUXZ6L,34.1598,-3.06617
39TBI2,33.00847,-3.06597
01J8NZ,33.01138,-3.06592
NKEL3Y,33.03314,-3.06545
XP2KTD,33.00823,-3.06491
MODZJI,33.01117,-3.06402
L16J9P,33.01009,-3.06375
TFC9U2,33.01009,-3.06375
21GY2W,33.01175,-3.06335
F30XSU,31.96491,-3.0627
WIPQYO,33.0351,-3.06252
ZVI12Q,33.03804,-3.06225
AHITXZ,34.18246,-3.06195
98C5EI,32.27161,-3.06159
G2M3ZT,33.03066,-3.06098
JRN45F,33.01092,-3.06088
PC9LWS,33.03377,-3.06076
EZT1FL,34.24572,-3.06056
YSROFH,34.24126,-3.06047
W735WX,33.03865,-3.06023
H5FQXJ,33.08431,-3.06006
ZVJI86,33.08431,-3.06006
7S7ES8,33.03434,-3.05988
Z65RBZ,33.03391,-3.05983
UDZQSL,33.00967,-3.05955
F2DN55,33.0343,-3.05868
YPAO04,33.06501,-3.05848
3X7UJX,33.06501,-3.05848
GGJ9D8,32.33481,-3.05776
7Y34N7,33.08844,-3.05758
XF6T3F,33.08966,-3.05717
BF0GT1,33.79818,-3.05707
RP43L6,32.26945,-3.05702
6SFD01,34.31367,-3.05694
T74HWL,33.57661,-3.05664
6IKYLB,33.0895,-3.05645
MTAKSH,32.20853,-3.05638
279E1U,33.08836,-3.05566
YJREJQ,33.06307,-3.05561
0EOIPM,32.33714,-3.05553
J5LBP6,33.08866,-3.05487
6QEVZT,33.9518,-3.05455
C1FS76,33.00982,-3.05429
NXU1UC,33.08801,-3.05424
JMIBGY,33.0828,-3.05411
ZDLNSF,33.08691,-3.05403
6BA6ZB,33.70051,-3.05382
MMLLSS,33.06647,-3.05365
SIYV8K,32.28295,-3.05254
ONSPK4,32.2604,-3.05242
GIJLK2,33.58002,-3.05227
EE8YIS,33.57445,-3.05208
FM3K8Q,32.1678,-3.05139
17NYJE,33.49084,-3.05103
L4SV28,34.17783,-3.05061
J6DJTL,34.31126,-3.05012
IMVGYQ,34.30219,-3.05
ZZ8J5P,34.05807,-3.04911
CIIYOY,34.27055,-3.04738
UEKHMF,33.72129,-3.04712
KHEREP,34.05354,-3.04682
QWF5WC,34.20952,-3.04656
7FTEAQ,33.73487,-3.0451
SVOR58,33.73487,-3.0451
3SLQIA,32.1746,-3.0447
XZCCGS,33.08859,-3.04383
IVOIFY,33.08754,-3.04378
LP719G,32.19945,-3.04275
4JML1C,31.77535,-3.04263
UNDBG5,34.06484,-3.04247
IU3IV0,33.66936,-3.042
8ZNNBO,32.73425,-3.04198
MUN81T,34.12584,-3.04095
RPAO5V,33.92244,-3.04071
4V4LT9,32.21749,-3.04068
83UXIJ,33.08596,-3.04029
FP63QQ,32.74333,-3.03989
INZCUM,34.01282,-3.03956
ZMLLLM,34.1756,-3.03939
FJBPQU,33.56898,-3.03924
AMVKUM,33.97888,-3.03913
M6DTHJ,33.08433,-3.03889
9YW5FR,34.27958,-3.03845
8MJ6I1,32.21298,-3.03839
2BWBGX,33.90883,-3.03822
KEKA0Q,33.0424,-3.03815
FF80U9,33.0424,-3.03815
9Y93CS,33.08348,-3.03773
BBY3VX,34.19591,-3.0374
FJGJNO,33.09038,-3.03738
9MK9EO,33.09012,-3.03728
TL2F9P,34.18006,-3.03719
0J5TVS,33.01752,-3.03707
R1JHXU,33.06412,-3.03702
ZMYMTJ,33.07518,-3.03694
03DKZO,33.04653,-3.03687
DZR8QG,33.04474,-3.03686
XE6CBQ,33.04722,-3.03661
BFYKM5,33.0596,-3.0365
3QZDZH,33.01646,-3.03648
9WDFEG,33.09141,-3.0362
F0MYHB,33.01512,-3.03549
SNTM70,32.73654,-3.03531
CEK2CB,33.06134,-3.03518
L1TZ7V,33.01792,-3.03509
TDQVE6,33.04702,-3.03506
UWP8AT,33.01333,-3.03505
S17PWO,33.06828,-3.03498
ARSVZ8,34.08964,-3.03379
08IJ7P,33.04374,-3.03362
QIN3HW,31.97829,-3.03357
9TJP0J,33.04717,-3.03342
GK5VT0,33.0641,-3.03299
I69U8K,33.04315,-3.03209
1MVNOM,34.11448,-3.03184
WPN7N0,33.56274,-3.03169
623HYQ,33.06323,-3.03165
0A5I9B,33.01463,-3.03145
H8VRBC,33.04171,-3.03112
H2W3J1,33.06267,-3.03099
YVFUBQ,33.06267,-3.03099
6X1YDM,34.32931,-3.03012
O4MYHV,33.0152,-3.0297
I6QP51,33.71218,-3.02902
5V9523,34.06023,-3.02889
LPMPXH,31.7392,-3.02874
L8IVVN,34.02637,-3.02844
D3B70C,33.82958,-3.02822
L60GYA,33.98564,-3.02791
MMFY7Z,33.97435,-3.02781
7OO99G,31.77724,-3.02717
5ZCRRY,33.86807,-3.02646
SRIL07,31.7324,-3.02639
HGESEK,34.19806,-3.02618
J2JXI9,34.3134,-3.02541
5CMX5G,34.0941,-3.02484
XBTFV5,31.75272,-3.02434
RVMGVP,33.60799,-3.02419
B5NM1G,32.19216,-3.02388
2AC0Y2,33.82734,-3.02368
V0P0BJ,33.73921,-3.02263
2C9PQI,31.98283,-3.02237
2CP90E,34.05344,-3.02211
O1FZF8,33.68041,-3.02185
5QT591,34.19581,-3.02164
1VJL6T,33.64222,-3.02122
2HCURG,33.93138,-3.02055
10C3GK,34.00818,-3.01925
M2ZLBZ,33.60373,-3.01867
H77B1N,33.77075,-3.01832
7PTVCX,31.80006,-3.01811
3WS4J4,33.62853,-3.01672
BDRAXQ,32.26696,-3.01653
QOBKA0,33.61994,-3.01652
OY6IKV,33.0153,-3.01606
O17XO9,33.92,-3.01585
ZATHG0,33.72567,-3.01569
K7MKFR,33.06236,-3.01557
2XVNND,33.08667,-3.01531
9F7A1S,33.08854,-3.0151
ED1BSW,33.08854,-3.0151
YWNGM7,33.82963,-3.01474
9R3AV5,33.63521,-3.0146
7UZGER,33.01403,-3.01433
QZ1UUJ,34.32239,-3.01429
5060PT,33.06379,-3.01419
CA0JEY,34.1144,-3.01386
8548C7,33.18576,-3.01359
7073HX,32.2106,-3.01358
3ITS33,33.7347,-3.01356
7WPLSW,32.60324,-3.01352
64G6AY,33.04395,-3.01244
WGF2Q8,33.05955,-3.01236
EBZXU1,33.94264,-3.01164
LD3EEP,33.0116,-3.01134
VUZI3K,33.04379,-3.01133
GJ6Z3Q,33.02061,-3.01117
G8DFMN,33.01961,-3.01115
V8Q9OL,33.01497,-3.01108
OCGM8E,33.06675,-3.01057
P3H6PO,31.72334,-3.01051
Z4WYBZ,33.06194,-3.01036
MU9OYJ,34.17994,-3.0102
NXG53P,33.64658,-3.01019
XQB0Q7,33.06552,-3.01007
KJFI0R,33.04992,-3.00985
60NW7C,33.60816,-3.00973
25ISB4,34.30883,-3.00962
RHXL0Q,34.10988,-3.00928
URE5E4,33.19027,-3.00914
EAA8KS,33.06179,-3.00912
TJ3VYO,33.01538,-3.0091
9SER4R,33.01538,-3.0091
U83T0T,33.16542,-3.00888
V7WCX9,33.89062,-3.00876
S8MO48,31.76846,-3.00875
LZHWA5,33.04374,-3.00868
TI4IIY,34.04659,-3.00847
V6YU5Z,33.01378,-3.0077
CBYHKF,32.082,-3.00762
HO0CNO,32.07296,-3.00755
MYE6LF,34.14151,-3.00746
F0GX0K,33.04496,-3.00733
0AXUKY,33.04496,-3.00733
1BKAOI,32.04139,-3.0072
1EQ2T8,33.06123,-3.00715
BS3UBW,32.63261,-3.00709
KE7HJG,33.92452,-3.00693
XLMXIJ,33.04849,-3.00676
X12PAT,31.79326,-3.00674
87B5HI,31.76842,-3.00648
14PFUY,32.96923,-3.00642
B1ULOW,33.04486,-3.00558
DSKDMW,33.61026,-3.00515
S8B85Z,33.93129,-3.00478
68QKPT,32.61944,-3.00473
5O9IPY,33.04475,-3.00442
ZKZPC0,33.72337,-3.00442
RDCORF,33.77315,-3.00277
I9T4ZS,33.72552,-3.00216
39W7R9,34.23392,-3.00164
TZV4CN,33.61264,-3.00071
MXJODT,33.5765,-3.00028
EPRPXC,34.23867,-2.9997
0R0BSE,33.66455,-2.99916
ZLMUZB,33.16086,-2.99754
ZDDTXU,31.72557,-2.99703
0DX2PW,33.01799,-2.99663
ELBZ1X,34.16863,-2.99654
GY7N5W,34.24327,-2.99642
BEYNUF,33.01508,-2.99589
L6IEO0,33.0195,-2.99554
2GFCRM,33.01425,-2.99517
BV9V1B,34.21152,-2.99484
6WDG3M,33.01542,-2.99471
GD1PTH,33.01638,-2.99446
S9ZK8Y,33.03627,-2.99404
LKHQGL,34.30196,-2.9938
J40UPR,33.59005,-2.9938
9CI60U,33.94697,-2.99357
NFQJ5S,33.01487,-2.99325
RK3MSN,33.08025,-2.99296
E7FY4R,33.01611,-2.99282
MD99GE,33.01611,-2.99282
T1YU37,33.01836,-2.99216
CU0F05,33.08205,-2.99153
T7K85J,33.07735,-2.99146
IP9LMM,33.07735,-2.99146
AR2YUJ,33.07802,-2.99121
1AYU8M,31.81101,-2.9911
USZWY7,33.01644,-2.99041
JF6MKW,31.73227,-2.99031
E3JNK7,32.13381,-2.99019
5IXAI5,33.08428,-2.98988
N43KGE,34.32909,-2.98962
36E2R6,33.06845,-2.98944
WJLVVG,32.25114,-2.98924
P1BTOR,33.03633,-2.98922
EET0GD,32.00071,-2.98872
V7V9L5,33.07584,-2.98862
8TPUI9,33.06058,-2.9879
XETIM3,33.06058,-2.9879
FWCPH0,32.09319,-2.98749
6ONNG1,33.03326,-2.98747
AD15SE,34.30193,-2.98706
LW4PWP,33.21046,-2.98688
UYKFYJ,33.08212,-2.98678
JHY9UR,33.06301,-2.98671
H62Y5H,33.06261,-2.98654
9SM5NE,31.99618,-2.98643
M9CTPL,33.04073,-2.98567
Y7VAKU,33.06002,-2.98504
GWIKE9,33.0382,-2.98455
TNKGKX,33.17437,-2.98419
PDZTUL,32.5827,-2.98394
BDBUYF,32.69788,-2.98308
A72HXN,31.68493,-2.98306
1SI2YO,32.02549,-2.98224
YXL039,33.17442,-2.98191
3T7DZX,33.67809,-2.98132
V0EC9B,31.70973,-2.98106
X3EY5V,33.07498,-2.98076
LV1D0W,33.95376,-2.98032
W6IZSD,32.22401,-2.97992
U33SQU,33.16986,-2.97964
NMCB20,32.59638,-2.97963
C9SEEL,33.89501,-2.97956
JOZOTJ,32.5467,-2.97905
2DZYU1,33.09709,-2.97891
16NZYZ,31.71872,-2.97888
1HLQ7P,32.26238,-2.97811
VWO36H,34.29963,-2.97803
ESP58Q,31.98942,-2.97732
79WUQ6,34.23858,-2.97726
MAWU83,32.14956,-2.97686
ZXN2EP,31.67137,-2.97615
O084V5,33.74585,-2.97545
BPV1RN,34.41721,-2.97507
5X9IEY,33.68483,-2.97467
2E5FNH,31.9308,-2.97447
IPCXVK,33.91988,-2.97316
5O5LW7,33.16302,-2.9728
VH78BL,33.7097,-2.97276
V7G12E,34.34963,-2.97241
8FKVEP,34.29752,-2.97169
KFBVVU,32.68437,-2.97159
BLM1Y1,33.77295,-2.97126
XMCJI9,33.82262,-2.96967
I1JPKJ,33.9379,-2.96887
3HIV8G,33.66222,-2.96765
UW4HSC,33.16756,-2.96608
NSGGBP,33.70966,-2.96595
A9QI4R,33.13823,-2.96572
7OXAY4,33.6675,-2.96571
8B95A2,32.55115,-2.96562
2X60SW,34.16616,-2.96505
DYA5H5,31.68261,-2.96501
HJOJC9,33.96948,-2.96486
B9G2HT,33.91529,-2.96408
XU2CWU,33.68931,-2.96349
ME40WE,33.77743,-2.96232
20CYFD,33.88591,-2.96144
3MIY3W,31.94647,-2.96106
5OR8JX,34.22043,-2.95898
F89WXO,32.56014,-2.95888
45SF1E,31.67136,-2.95806
FC42YS,34.12319,-2.95775
OTYOFM,33.9334,-2.95758
GB3IOQ,33.73223,-2.95731
PRD3AM,33.8204,-2.95608
JO0ZAA,31.69387,-2.95603
KRIHFL,34.29953,-2.95554
M7CGDD,34.20664,-2.95551
LR9LRG,33.02292,-2.95534
LRUCC9,34.26789,-2.9551
VIEF6Q,33.7277,-2.95487
NDXHJD,33.13585,-2.95444
3VLTAY,32.75205,-2.95442
M21NLW,33.12907,-2.95434
K4ALUE,31.94643,-2.95208
JM5HMN,34.41034,-2.95015
Z7M9NM,33.82707,-2.94949
68NBE6,34.14355,-2.94672
VLKW0Q,33.21944,-2.94637
XQWVYZ,32.76107,-2.94551
030EGM,33.66444,-2.94515
ORPLH7,34.18646,-2.9451
4D2QO7,33.82483,-2.94495
ZL2VD0,33.93321,-2.94415
LQUH3G,32.64592,-2.94414
JJ7FNH,32.23289,-2.94397
84LAXD,32.70016,-2.94343
KTV3T9,33.70507,-2.94333
Y6G2B3,34.22948,-2.94322
D25X7B,33.74789,-2.94166
V70KVP,34.27009,-2.94163
4S8YRH,34.18868,-2.94064
W1OFTJ,33.66439,-2.94062
NU3FTW,33.21253,-2.93966
7G38D6,33.19436,-2.93958
VM2IIH,34.1074,-2.93729
HBDITO,33.56493,-2.93717
72NSIW,33.55367,-2.93702
AEE7C5,33.54345,-2.93677
I8MENK,32.75602,-2.93265
BPNNO0,33.59752,-2.93163
P5CJ4D,34.01455,-2.92934
WEMM0Z,34.1389,-2.92645
S0LVV0,31.76142,-2.92529
G4ZQSK,32.73607,-2.92494
FBXMSZ,33.54455,-2.92339
BQTWKV,33.89703,-2.92338
27SDLX,33.86537,-2.92072
TOKC2S,33.98292,-2.91999
CZN5DO,32.65518,-2.91933
5C5DAC,33.79758,-2.9176
KN525O,32.88507,-2.91544
TP58J6,34.25189,-2.91445
N3G6CB,32.77651,-2.91402
WQHYLU,34.1817,-2.91387
1QI0NB,33.13346,-2.91386
Q847CY,32.71361,-2.91319
ZDJB2M,34.10723,-2.9126
MQMUNS,34.23612,-2.91188
IHDCFG,34.18639,-2.91129
TB8QKD,31.7862,-2.9098
RB4N6H,31.76136,-2.90949
D4POYB,33.1198,-2.90673
XTU81C,33.91052,-2.90552
ECKGBS,31.79745,-2.90539
S0NWF2,32.48328,-2.90401
BUESJZ,33.59645,-2.90384
BF9E6I,33.89471,-2.90309
C43GXC,34.23155,-2.90295
531CNO,33.96251,-2.90168
VRXJCX,33.93312,-2.90132
9ARKSQ,33.89697,-2.90085
5GY8DG,34.16602,-2.90003
C0LCFJ,33.13352,-2.89988
1HE2DR,32.66329,-2.89954
ZE4XF9,34.10959,-2.89944
19O6QY,34.28354,-2.89911
1RKMCH,34.24299,-2.8989
3QZ8Q7,32.60961,-2.89868
6QWQKK,32.60753,-2.89845
8QVMUI,31.7657,-2.8983
Y5KJR9,32.48093,-2.89718
0T8RUT,34.11848,-2.897
DK2GDG,31.74099,-2.89578
MXRW07,33.86529,-2.8937
IUA4GG,33.17556,-2.89364
3OSY6X,34.15469,-2.89336
XLMW5H,32.44041,-2.89226
9GXLBN,34.24524,-2.89199
FDPFDZ,31.86508,-2.89032
WV9NFT,33.21917,-2.89022
1K6P2J,32.49656,-2.88827
OQ8NM2,34.2111,-2.88692
210L58,31.74778,-2.88675
6SFLMV,33.82915,-2.88654
WZSSQA,31.86962,-2.88361
NYZUM6,33.92853,-2.88328
OD3OEA,33.70479,-2.88267
I8121E,33.09951,-2.88221
A6LF5W,33.72105,-2.88091
377FUN,31.82666,-2.8809
31NQ49,33.61441,-2.87937
174GDN,33.75658,-2.87877
QJ3VRY,33.74317,-2.87869
VPAK8S,33.74098,-2.87864
GA4LY7,34.19751,-2.8755
1HSEZY,34.19066,-2.87537
WGISQ9,31.73193,-2.87536
VCU3IT,34.11834,-2.87445
SO44H9,31.85159,-2.87432
L7F9DW,33.6935,-2.87354
BQG56M,31.74546,-2.87325
C88MFJ,33.73649,-2.87322
Z7S2AP,33.82679,-2.87298
9T1KOJ,32.69763,-2.87231
AJWK0F,34.12306,-2.87185
108ECZ,31.72488,-2.87116
NFGYSU,31.73869,-2.87092
OFI6YZ,31.84696,-2.8698
MRIKF2,33.27329,-2.86828
NRYEQL,34.08898,-2.86735
QQLE1N,31.72967,-2.86633
89SWJA,33.82226,-2.86617
3Q1GRK,33.80577,-2.86606
4PQH3X,33.63016,-2.86599
AGS63W,33.93751,-2.86548
APXHES,31.9168,-2.86389
G17R3Q,33.62564,-2.86373
OG5E7Q,33.24389,-2.86349
R3ZGU9,33.70933,-2.86244
B3I0AO,31.95967,-2.86207
FHLISU,34.02575,-2.86198
408OZD,34.09117,-2.86064
A78D8D,33.72277,-2.86018
XJV8XL,34.14097,-2.859
ZSKMA1,32.39058,-2.85789
KU7BOW,33.12649,-2.85751
H2EL80,34.15443,-2.85696
9RVY8N,32.66817,-2.85659
X12CTG,31.93936,-2.85512
E4CVWQ,31.973,-2.85318
HSJOFB,33.59623,-2.85201
8IDNXK,32.45143,-2.85189
1YW4PW,32.41078,-2.8518
CFLLBV,32.7336,-2.85061
T9GZ1J,33.25767,-2.85042
M9Y01Y,34.209,-2.84879
7PUQEA,31.94834,-2.84838
11MCIQ,33.27113,-2.84814
YF84H9,33.6844,-2.84634
JR4J8S,34.02103,-2.84619
XZUGZ9,32.63653,-2.84495
PG5F1V,33.01127,-2.84493
9QHGMN,33.58688,-2.84435
QZGIV0,32.73585,-2.84388
VZLBY4,32.7291,-2.84384
ERU9JL,33.07437,-2.84359
CK2A0W,32.66361,-2.84304
A8RU4H,31.74317,-2.8416
8MK8TN,31.73181,-2.84153
UU0RIF,32.79679,-2.84008
AWXLLY,33.2551,-2.83881
VVYE0G,33.94886,-2.83859
965TIH,33.20087,-2.83828
NJTGNR,33.69081,-2.83766
T1EAA1,31.98443,-2.83756
JOH1VG,31.76338,-2.83738
65OJ61,33.59623,-2.83632
K7H2IF,33.95103,-2.83631
5VQLN0,33.04293,-2.83629
8UXVYM,34.00057,-2.83475
WJ7FTO,33.98259,-2.83451
TM6PKT,33.05634,-2.83422
MBEN6J,33.59167,-2.83405
75QEI2,33.95999,-2.8319
C26EPA,31.99567,-2.83099
SX9L7C,34.17023,-2.83014
CYD4YS,31.71148,-2.83004
YAGX3Z,33.07257,-2.82978
A59TG1,34.29035,-2.82915
6RAYZJ,32.6477,-2.82714
VU8EIT,33.20994,-2.82484
TFER52,32.77863,-2.82407
2ZW5JB,34.26758,-2.82399
C06YGO,33.67521,-2.82382
Z7UL5W,33.12866,-2.82378
5P4UFB,33.06085,-2.82297
CV6FZS,34.33745,-2.8211
DZE7Y8,32.7764,-2.81958
83OIYW,33.67928,-2.8193
0L6HU0,31.94146,-2.81906
P0HMG2,31.93699,-2.819
KDGJ73,31.93025,-2.81891
KL7IUZ,33.97561,-2.81863
RQYDXE,32.74478,-2.81692
TAHFS8,32.73124,-2.81679
61X6NQ,32.6522,-2.81587
PESX3F,34.26053,-2.81563
VUC9ZL,33.69968,-2.81513
5N68GW,31.94373,-2.81464
ZV6NHJ,34.3261,-2.81423
QME3VV,32.37525,-2.81396
2NG6QV,33.15111,-2.81284
6YYLQX,33.68627,-2.81278
NJ8P6F,33.85163,-2.81233
U3PZFX,32.37459,-2.81038
YBTLU8,34.28541,-2.80918
ITL5AK,34.25389,-2.80655
ZJJ4O8,33.69547,-2.80609
WAEX7O,32.73379,-2.80519
OZYZY0,32.46038,-2.80462
BZL6TW,32.38594,-2.80377
2GILJQ,32.70438,-2.80316
LZ4UJ1,33.95763,-2.80044
DD1O4B,32.37026,-2.79918
ORN032,32.4582,-2.79781
746C05,34.16791,-2.79643
7YRN4C,32.44687,-2.79539
88E6QT,32.71088,-2.79423
6D5Y3Y,33.81752,-2.79418
UAT06B,32.44684,-2.79325
LO1H6W,34.19041,-2.79222
7FN54I,32.3542,-2.79216
V6HHBQ,34.18138,-2.79208
QAEVFU,33.81973,-2.7919
BT4ASU,31.88046,-2.79136
091XHU,32.46718,-2.7912
E5IYZG,31.9482,-2.78985
3II0KC,33.1059,-2.78975
9U1JX0,33.94402,-2.78903
2STKI8,33.94394,-2.78895
PONH3I,32.46513,-2.78666
1XZBSZ,32.64083,-2.78646
VA8QMZ,34.25367,-2.78633
B69U6A,34.36904,-2.78565
GT3W1P,32.14442,-2.78526
OWAQWZ,32.60255,-2.78373
T2O1QD,33.87393,-2.78359
4NG4VG,34.37127,-2.78334
L2LI3K,32.46031,-2.78203
DRJE3J,34.00728,-2.78091
FL5CJX,34.13842,-2.78031
2DT5XW,32.0836,-2.78018
5AG472,33.93956,-2.77992
9HUI4D,33.88753,-2.77917
7OFCIQ,33.88752,-2.77917
90YHQ0,34.378,-2.77899
C5JIKR,32.9749,-2.77691
X5S7P0,32.53022,-2.77616
3IDY7T,34.37122,-2.77437
98ZMV8,32.16242,-2.7742
6AFZ2O,32.34726,-2.77395
EJFLC3,32.33612,-2.77389
7NAI2T,32.71529,-2.77381
4IOZ4I,32.32261,-2.77348
ZC72HC,33.94177,-2.77323
VB3NRG,32.73545,-2.7721
3HJUC2,34.17224,-2.77172
GM63NA,33.70895,-2.77022
BLFXUH,31.93458,-2.76939
3PYHRV,34.14737,-2.7692
LUO1X9,33.6999,-2.76789
90CVT7,32.72687,-2.76711
4ZEX55,34.13833,-2.76679
F2GJGO,32.08343,-2.76653
A3S6DC,32.81718,-2.76617
SNCDIU,33.89194,-2.76582
DMBBA2,32.61141,-2.76581
69PRGP,33.69763,-2.76563
DT7KGX,33.68857,-2.76548
SY3Q9G,32.07894,-2.76427
6A72O8,32.06766,-2.76412
4FM6S7,32.57299,-2.76316
ZLVZOA,34.2404,-2.76129
3UES9H,32.75587,-2.7608
MFZL0Z,33.66824,-2.76068
FDQN3S,31.89392,-2.75994
RW8NYA,34.20382,-2.75867
8N7QPL,32.48057,-2.75737
MXJURR,32.4512,-2.75718
8XSRBG,34.06838,-2.75686
JSO2OY,34.0366,-2.75648
2KCIQC,34.01849,-2.75621
L77WY7,32.83713,-2.75493
2B98W9,32.57076,-2.75411
MPVEO7,34.35978,-2.754
ZJBXHD,34.12016,-2.75306
5J80MU,33.92572,-2.75272
FUTDRH,33.92129,-2.75271
5EXIWF,33.00644,-2.75249
XRGGAZ,32.95224,-2.75188
BO95NK,32.72873,-2.75145
FGEYOJ,32.8619,-2.75077
8UPZUV,33.70658,-2.74996
Z84HO4,32.81916,-2.74804
69WQ76,33.89864,-2.74792
M5R2ZU,32.1622,-2.74753
BS0Z15,32.77169,-2.74521
CEQ9I2,33.83083,-2.74512
N6W28B,33.67497,-2.74503
ZX61GR,32.72656,-2.74498
EGDHNC,33.65222,-2.74468
1U3UTX,34.13146,-2.74385
QEDYOE,33.93669,-2.74376
9ZMQ4B,34.05455,-2.74374
YVD50K,32.80999,-2.74339
WMG567,32.49389,-2.74337
Z96OTM,32.61145,-2.74335
VUTQVC,33.86703,-2.74301
FU0OVU,33.69308,-2.74299
RC0QUE,33.65691,-2.74245
H2RRQ4,33.97551,-2.74218
ZGHXWV,34.04556,-2.74081
8114R2,33.74933,-2.73919
NMXMC1,31.61381,-2.73918
MZC6TD,32.80772,-2.7389
6M3FJQ,32.5482,-2.73808
O44C61,32.45108,-2.73469
S7IYN5,32.80322,-2.73459
688DR6,33.71333,-2.73431
45PSOB,32.76485,-2.73388
P3NW71,33.65929,-2.73357
C306IQ,32.71966,-2.73332
6OVEU1,33.66586,-2.73137
VN9YSR,32.71968,-2.73109
HQJ6YV,33.95963,-2.73072
CR7K2M,31.6864,-2.73061
KIQ2AX,31.67284,-2.73042
DBUFVE,32.30698,-2.7285
IUATM8,32.46913,-2.72816
DLAH6L,32.78943,-2.72721
0KWYWB,32.30452,-2.72413
6GSFUI,33.73363,-2.72329
G6EYGH,33.71753,-2.72297
N6M1PS,32.78962,-2.72286
00U1JU,33.86017,-2.72265
N27CKM,33.08084,-2.72187
F84E1P,32.77597,-2.72094
881DYZ,32.49165,-2.71949
10O66I,32.53238,-2.71759
94RX1U,31.51049,-2.71744
46YGRX,32.83926,-2.71678
BZECNL,32.55487,-2.71561
A1DOIY,32.69027,-2.71496
G7KHME,33.90308,-2.71426
S61O4B,31.60514,-2.71393
MW0Y5Y,33.84875,-2.71347
T9IUUS,32.73771,-2.71323
ZG26GU,31.50164,-2.71273
5H5SVY,32.47584,-2.71248
GB954X,33.87146,-2.71158
HLKQ3S,33.83753,-2.71113
U7SK79,32.15773,-2.71102
BWC3D0,32.51196,-2.71063
FS2LWN,31.69536,-2.71041
TX1PXL,33.79227,-2.7083
1NARFN,33.8759,-2.70714
BHRF0N,32.59546,-2.70706
VB06KN,33.7833,-2.70593
PJQQGW,31.67951,-2.70575
4KZIXN,33.88268,-2.70498
MT12RK,33.80822,-2.70405
MAAUJ3,31.6751,-2.70342
F4ECQ7,32.94534,-2.70239
3NQF8L,32.49393,-2.70146
